lane_file,opportunity_id,source_id,quality_status,quality_flags,status
jobs_board_staging.csv,b98eda71a3dd1a24,stellenanzeigen-de,ready,,Open
jobs_board_staging.csv,b4e025c1f1dd0dbe,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,2f80ff70227f5b3c,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,5d19526d5eb63faa,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,5bc881dd2f846b8f,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,99374b358a657770,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,4a25a309ea73aa19,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,f71a6d978e965eb6,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,8dab67d2c6aff654,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,d16b0870e8ca7b7a,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,4e192bc2afa5249a,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,5688e7d800f55629,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,3f6e957d5e7d4070,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,720de64be0f70230,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,f88d00f57d5a2211,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,f702f2af00512a57,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,534af3f2bcb1cb09,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,0043a4ff5d587edf,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,02802b44bb35889b,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,c0744455aed7fcaa,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,0d63ddd477ce69e2,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,d6ac4143b0e13ab2,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,e64f1da9f07f06b2,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,529a497b480b6111,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,b652d19558222843,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,9ff4c8500b984973,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,78421bbea0aeaf53,arbeitsagentur-de,ready,,Pass_language
jobs_board_staging.csv,61f49a2397100f24,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,5b9c2c1b18e78338,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,2b07a0a3310a667a,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,4c53315861e71838,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,b7bf57ced055be5a,arbeitsagentur-de,ready,,Open
jobs_board_staging.csv,b39bdacaa679b049,jobs-cz,ready,,Open
jobs_board_staging.csv,6911ea7241bf73f8,jobs-cz,ready,,Open
jobs_board_staging.csv,e94b6f46500aaaa4,jobs-cz,ready,,Open
jobs_board_staging.csv,a4d1816b9f7ded0c,jobs-cz,ready,,Open
jobs_board_staging.csv,1466274ae7657235,jobs-cz,ready,,Open
jobs_board_staging.csv,f78a0af755783f7d,mpsv-open-data-cz,review,thin_description;duplicate_vacancy_url,Open
jobs_board_staging.csv,9a14e5a3705d1d42,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,52592badf5dc87f0,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,b6f33d6cd554e415,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,32cf4b46e27543cb,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,757bd282b831bb85,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,57e07762df94aec7,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,539f9fcf87a2a8f0,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,f3c106325ecec5fc,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,abc58dedbea42157,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,5c262d3814e9b304,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,f3ba30e621a34dee,mpsv-open-data-cz,review,thin_description;duplicate_vacancy_url,Open
jobs_board_staging.csv,ead5bc2f6d18a1d8,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,a373ed796847299f,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,12c63b6a79571835,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,956d829fc909ecc5,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,5a926d888c461967,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,7a065b70dd9a9fc5,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,0555eeb64db812f3,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
jobs_board_staging.csv,065eec971f881787,mpsv-open-data-cz,review,duplicate_vacancy_url,Open
