checked_at,canonical_company_id,company,rating,source_file,source_id,adapter,career_url,execution_status,jobs_found,last_run_at,error,next_due
2026-08-31T10:06:56.520689+00:00,ares,Ares Management,,job_sources_pe.csv,ares-global,workday,https://aresmgmt.wd1.myworkdayjobs.com/en-US/External,success,10,2026-08-31T10:09:23.709074+00:00,,
2026-08-31T10:06:56.520689+00:00,summa-equity,Summa Equity,,job_sources_pe.csv,summa-equity-global,generic,https://summaequity.com/career/,zero_jobs,0,2026-08-31T10:09:31.698614+00:00,,
2026-08-31T10:06:56.520689+00:00,blackstone,Blackstone,,job_sources_pe.csv,blackstone-global,generic,https://www.blackstone.com/careers/,zero_jobs,0,2026-08-31T10:09:36.488512+00:00,,
2026-08-31T10:06:56.520689+00:00,antin,Antin Infrastructure Partners,,job_sources_pe.csv,antin-global,generic,https://www.antin-ip.com/careers,zero_jobs,0,2026-08-31T10:09:38.257462+00:00,,
2026-08-31T10:06:56.520689+00:00,vanguard,Vanguard,,job_sources_pe.csv,vanguard-global,generic,https://www.vanguardjobs.com/,success,1,2026-08-31T10:09:39.604080+00:00,https://www.vanguardjobs.com/home-aus/: HTTPError | https://www.vanguardjobs.com/job/23651712/business-project-manager-specialist-malvern-pa/: HTTPError | https://www.vanguardjobs.com/career-blog/tag/career-growth/: HTTPError | https://www.vanguardjobs.com/career-blog/2026/08/05/taking-center-stage-at-vanguard-tech-conference/: HTTPError | https://www.vanguardjobs.com/career-blog/tag/client-relationship-associate/: HTTPError,
2026-08-31T10:06:56.520689+00:00,enbw,EnBW,,job_sources_corporate.csv,enbw-global,phenom,https://careers.enbw.com/de/de,zero_jobs,0,2026-08-31T10:09:46.441227+00:00,,
2026-08-31T10:06:56.520689+00:00,bp,bp,,job_sources_corporate.csv,bp-global,workday,https://bpinternational.wd3.myworkdayjobs.com/bpCareers,error,0,2026-08-31T10:09:47.467682+00:00,Workday listing: HTTPError: 400 Client Error: Bad Request for url: https://bpinternational.wd3.myworkdayjobs.com/wday/cxs/bpinternational/bpCareers/jobs,
2026-08-31T10:06:56.520689+00:00,bosch,Bosch,,job_sources_corporate.csv,bosch-global,smartrecruiters,https://careers.smartrecruiters.com/BoschGroup,success,140,2026-08-31T10:09:51.044217+00:00,,
2026-08-31T10:06:56.520689+00:00,sap,SAP,,job_sources_corporate.csv,sap-global,successfactors,https://jobs.sap.com/,zero_jobs,0,2026-08-31T10:11:35.328692+00:00,,
2026-08-31T10:06:56.520689+00:00,maersk,A.P. Moller - Maersk,,job_sources_corporate.csv,maersk-global,workday,https://maersk.wd3.myworkdayjobs.com/Maersk_Careers,success,2,2026-08-31T10:11:40.423640+00:00,,
2026-08-31T10:06:56.520689+00:00,astrazeneca,AstraZeneca,,job_sources_corporate.csv,astrazeneca-global,workday,https://astrazeneca.wd3.myworkdayjobs.com/Careers,zero_jobs,0,2026-08-31T10:11:46.502704+00:00,,
2026-08-31T10:06:56.520689+00:00,ibm,IBM,,job_sources_corporate.csv,ibm-global,llm,https://careers.ibm.com/en_US/careers,zero_jobs,0,2026-08-31T10:11:52.021432+00:00,,
2026-08-31T10:06:56.520689+00:00,evotec-se,Evotec SE,,job_sources_corporate.csv,evotec-se-global,workday,https://evotecgroup.wd3.myworkdayjobs.com/Evotec_Career_Site,error,0,2026-08-31T10:11:52.635487+00:00,Workday listing: HTTPError: 400 Client Error: Bad Request for url: https://evotecgroup.wd3.myworkdayjobs.com/wday/cxs/evotecgroup/Evotec_Career_Site/jobs,
2026-08-31T10:06:56.520689+00:00,ing,ING Group,,job_sources_financial_services.csv,ing-global,workday,https://ing.wd3.myworkdayjobs.com/ICSGBLCOR,success,17,2026-08-31T10:11:55.598962+00:00,,
2026-08-31T10:06:56.520689+00:00,pictet,Pictet Group,,job_sources_financial_services.csv,pictet-global,successfactors,https://career5.successfactors.eu/career?company=banquepict,error,0,2026-08-31T10:12:13.184954+00:00,https://career5.successfactors.eu/sitemap.xml: HTTPError,
2026-08-31T10:06:56.520689+00:00,op-financial,OP Financial Group,,job_sources_financial_services.csv,op-financial-global,llm,https://www.op-careers.fi/,error,0,2026-08-31T10:12:13.708984+00:00,https://www.op-careers.fi/: SSLError,
2026-08-31T10:06:56.520689+00:00,lseg,London Stock Exchange Group,,job_sources_financial_services.csv,lseg-global,workday,https://lseg.wd3.myworkdayjobs.com/Careers,error,0,2026-08-31T10:12:14.418747+00:00,Workday listing: HTTPError: 400 Client Error: Bad Request for url: https://lseg.wd3.myworkdayjobs.com/wday/cxs/lseg/Careers/jobs,
2026-08-31T10:06:56.520689+00:00,rbi,Raiffeisen Bank International,,job_sources_financial_services.csv,rbi-global,generic,https://jobs.rbinternational.com/,success,15,2026-08-31T10:12:17.920611+00:00,,
2026-08-31T10:06:56.520689+00:00,cpi-property-group,CPI Property Group,,job_sources_holdings.csv,cpi-property-group-global,llm,https://www.cpipg.com/careers,error,0,2026-08-31T10:12:47.371098+00:00,https://www.cpipg.com/careers: HTTPError,
2026-08-31T10:06:56.520689+00:00,kkcg,KKCG,,job_sources_holdings.csv,kkcg-global,generic,https://kkcg.com/en/careers,zero_jobs,0,2026-08-31T10:12:48.545787+00:00,,
2026-08-31T10:06:56.520689+00:00,evercore,Evercore,,job_sources_investment_banking.csv,evercore-global,generic,https://www.evercore.com/careers/,zero_jobs,0,2026-08-31T10:12:53.250778+00:00,,
2026-08-31T10:06:56.520689+00:00,capital-group,Capital Group,,job_sources_public_markets.csv,capital-group-global,workday,https://capgroup.wd1.myworkdayjobs.com/capitalgroupcareers,success,3,2026-08-31T10:12:58.586858+00:00,,
2026-08-31T10:06:56.520689+00:00,union-investment,Union Investment,,job_sources_public_markets.csv,union-investment-global,llm,https://unternehmen.union-investment.de/startseite-unternehmen/karriere,zero_jobs,0,2026-08-31T10:13:04.439294+00:00,,
2026-08-31T10:06:56.520689+00:00,six-group,SIX Group,,job_sources_public_markets.csv,six-group-global,generic,https://www.six-group.com/en/careers.html,zero_jobs,0,2026-08-31T10:13:06.009292+00:00,,
2026-08-31T10:06:56.520689+00:00,marshall-wace,Marshall Wace,,job_sources_specialist_funds.csv,marshall-wace-global,generic,https://www.mwam.com/careers/,error,0,2026-08-31T10:13:43.241988+00:00,https://www.mwam.com/careers/: HTTPError,
2026-08-31T10:06:56.520689+00:00,conseq,Conseq Investment Management,,job_sources_specialist_funds.csv,conseq-global,generic,https://www.conseq.cz/kariera,zero_jobs,0,2026-08-31T10:13:43.869020+00:00,,
2026-08-31T10:06:50.115244+00:00,alvarez-marsal,Alvarez & Marsal,,job_sources_consulting.csv,alvarez-marsal-global,selectminds,https://careers.alvarezandmarsal.com/,error,0,2026-08-31T10:06:50.115838+00:00,https://careers.alvarezandmarsal.com/: HTTPError,
2026-08-31T10:06:50.115244+00:00,bdo,BDO,,job_sources_consulting.csv,bdo-global,generic,https://www.bdo.global/en-gb/careers,zero_jobs,0,2026-08-31T10:06:50.263597+00:00,,
2026-08-31T10:06:50.115244+00:00,cgi,CGI,,job_sources_consulting.csv,cgi-global,generic,https://www.cgi.com/en/careers,zero_jobs,0,2026-08-31T10:06:53.458357+00:00,,
2026-08-31T10:06:50.115244+00:00,newton-europe,Newton Europe,,job_sources_consulting.csv,newton-europe-global,generic,https://www.newtoneurope.com/careers/,zero_jobs,0,2026-08-31T10:07:18.336791+00:00,,
2026-08-31T10:06:50.115244+00:00,mckinsey,McKinsey & Company,,job_sources_consulting.csv,mckinsey-global,generic,https://www.mckinsey.com/careers/search-jobs,error,0,2026-08-31T10:07:19.954018+00:00,https://www.mckinsey.com/careers/search-jobs: ReadTimeout,
2026-08-31T10:06:50.115244+00:00,advent-international,Advent International,,job_sources_pe.csv,advent-global,generic,https://www.adventinternational.com/careers/,error,0,2026-08-31T10:07:45.122037+00:00,https://www.adventinternational.com/careers/: HTTPError,
2026-08-31T10:06:50.115244+00:00,icg,Intermediate Capital Group,,job_sources_pe.csv,icg-global,workday,https://icg.wd3.myworkdayjobs.com/en-US/external_careers,success,4,2026-08-31T10:07:45.682692+00:00,,
2026-08-31T10:06:50.115244+00:00,dbag,Deutsche Beteiligungs AG,,job_sources_pe.csv,dbag-global,generic,https://dbag.careers.hibob.com/jobs,zero_jobs,0,2026-08-31T10:07:52.504060+00:00,,
2026-08-31T10:06:50.115244+00:00,cvc,CVC,,job_sources_pe.csv,cvc-global,generic,https://www.cvc.com/careers/,error,0,2026-08-31T10:07:53.427021+00:00,https://www.cvc.com/careers/: HTTPError,
2026-08-31T10:06:50.115244+00:00,eurazeo,Eurazeo,,job_sources_pe.csv,eurazeo-global,generic,https://www.eurazeo.com/en/group/careers,error,0,2026-08-31T10:07:53.719336+00:00,https://www.eurazeo.com/en/group/careers: HTTPError,
2026-08-31T10:06:50.115244+00:00,mg,M&G,,job_sources_pe.csv,mg-global,generic,https://www.mandg.com/careers,zero_jobs,0,2026-08-31T10:07:55.913396+00:00,,
2026-08-31T10:06:50.115244+00:00,uniper,Uniper,,job_sources_corporate.csv,uniper-global,successfactors,https://career5.successfactors.eu/career?company=UniperProd,error,0,2026-08-31T10:07:56.996023+00:00,https://career5.successfactors.eu/sitemap.xml: HTTPError,
2026-08-31T10:06:50.115244+00:00,trafigura,Trafigura,,job_sources_corporate.csv,trafigura-global,workday,https://trafigura.wd3.myworkdayjobs.com/TrafiguraCareerSite,error,0,2026-08-31T10:07:57.549170+00:00,Workday listing: ValueError: Target Workday locations were not found,
2026-08-31T10:06:50.115244+00:00,basf,BASF,,job_sources_corporate.csv,basf-global,successfactors,https://career5.successfactors.eu/career?company=C0000159936P,error,0,2026-08-31T10:07:58.581084+00:00,https://career5.successfactors.eu/sitemap.xml: HTTPError,
2026-08-31T10:06:50.115244+00:00,dhl,DHL Group,,job_sources_corporate.csv,dhl-global,phenom,https://careers.dhl.com/global/en/search-results,timeout,0,2026-08-31T10:07:58.839129+00:00,source exceeded per-company timeout,
2026-08-31T10:06:50.115244+00:00,carlsberg,Carlsberg Group,,job_sources_corporate.csv,carlsberg-global,successfactors,https://career2.successfactors.eu/career?company=carlsbergg,error,0,2026-08-31T10:09:48.849091+00:00,https://career2.successfactors.eu/sitemap.xml: HTTPError,
2026-08-31T10:06:50.115244+00:00,gsk,GSK,,job_sources_corporate.csv,gsk-global,workday,https://gsk.wd5.myworkdayjobs.com/GSKCareers,success,6,2026-08-31T10:09:49.456567+00:00,,
2026-08-31T10:06:50.115244+00:00,infosys,Infosys,,job_sources_corporate.csv,infosys-global,llm,https://career.infosys.com/joblist,zero_jobs,0,2026-08-31T10:10:01.653527+00:00,,
2026-08-31T10:06:50.115244+00:00,deutsche-bank,Deutsche Bank,,job_sources_financial_services.csv,deutsche-bank-global,workday,https://db.wd3.myworkdayjobs.com/DBWebsite,error,0,2026-08-31T10:10:02.092087+00:00,Workday listing: HTTPError: 400 Client Error: Bad Request for url: https://db.wd3.myworkdayjobs.com/wday/cxs/db/DBWebsite/jobs,
2026-08-31T10:06:50.115244+00:00,unicredit,UniCredit,,job_sources_financial_services.csv,unicredit-global,llm,https://careers.unicredit.eu/,success,4,2026-08-31T10:10:05.219725+00:00,,
2026-08-31T10:06:50.115244+00:00,lombard-odier,Lombard Odier,,job_sources_financial_services.csv,lombard-odier-global,workday,https://lombardodier.wd3.myworkdayjobs.com/Lombard_Odier_Careers,success,4,2026-08-31T10:11:14.554893+00:00,,
2026-08-31T10:06:50.115244+00:00,sampo,Sampo Group,,job_sources_financial_services.csv,sampo-global,llm,https://www.sampo.com/careers/,zero_jobs,0,2026-08-31T10:11:23.967505+00:00,,
